ID,Class,Co (ppm),Ni (ppm),Cu (ppm),Zn (ppm),As (ppm),Mo (ppm),Ag (ppm),Sb (ppm),Te (ppm),Au (ppm),Tl (ppm),Pb (ppm),d34S (‰),Deposit style,Period,Description,Reference
596,Sedimentary,14.1182,33.9586,21.6498,40.4788,337.208,1.0054,0.4592,1.33985,,,4.75773,29.0851,,Sedimentary framboids,Quaternary,S4_2-4_18.,Figueroa et al. unpublished
597,Sedimentary,15.2131,34.1213,247.515,36.97895,87.8107,14.237,7.46625,2.57625,,,3.54407,63.8966,,Sedimentary framboids,Quaternary,S4_6-8_1.c,Figueroa et al. unpublished
598,Sedimentary,50.3452,156.008,289.015,309.037,772.217,75.8409,2.2034,5.31705,,,3.09955,342.969,,Sedimentary framboids,Quaternary,S4_6-8_2.c,Figueroa et al. unpublished
599,Sedimentary,21.8129,28.9274,20.1644,95.5315,152.543,12.565,0.460295,1.7107,,,3.16448,45.9567,,Sedimentary framboids,Quaternary,S4_6-8_5.c,Figueroa et al. unpublished
600,Sedimentary,23.3199,63.5395,28.9018,78.3298,759.765,21.6734,0.492125,7.17513,,,1.54796,50.0916,,Sedimentary framboids,Quaternary,S4_6-8_11.,Figueroa et al. unpublished
601,Sedimentary,59.3401,179.248,12.8002,113.775,310.683,5.70124,0.44384,1.3658,,,4.16867,40.1234,,Sedimentary framboids,Quaternary,S4_6-8_12.,Figueroa et al. unpublished
602,Sedimentary,24.3355,63.6257,20.0328,127.148,115.462,7.83516,0.49193,3.90706,,,3.75511,54.2072,,Sedimentary framboids,Quaternary,S4_6-8_13.,Figueroa et al. unpublished
603,Sedimentary,2.56961,11.3453,4.85201,31.5157,2588.3,3.94984,0.22663,0.8816,,,1.5748,14.244,,Sedimentary framboids,Quaternary,S4_6-8_14.,Figueroa et al. unpublished
604,Sedimentary,28.7288,50.9919,92.1486,24.49725,56.8841,1.3414,0.6724,2.05485,,,2.56482,43.2104,,Sedimentary framboids,Quaternary,S4_6-8_16.,Figueroa et al. unpublished
605,Sedimentary,72.2184,267.974,227.183,89.8191,347.139,17.568,143.2,1.08237,,,118.242,112.764,,Sedimentary framboids,Quaternary,S3_14-16_4,Figueroa et al. unpublished
606,Sedimentary,111.818,315.01,284.118,85.6993,325.025,17.5465,127.955,1.5112,,,187.029,180.452,,Sedimentary framboids,Quaternary,S3_14-16_5,Figueroa et al. unpublished
607,Sedimentary,30.8996,279.326,891.224,62.1205,499.889,10.042,27.2896,15.8821,,,86.0552,81.4357,,Sedimentary framboids,Quaternary,S3_14-16_6,Figueroa et al. unpublished
608,Sedimentary,828.469,391.765,294.189,252.448,469.035,2.67874,56.3525,23.288,,,144.379,129.602,,Sedimentary framboids,Quaternary,S3_14-16_8,Figueroa et al. unpublished
609,Sedimentary,55.7464,121.504,195.828,296.244,1479.88,2.18145,38.1261,0.83745,,,221.812,197.293,,Sedimentary framboids,Quaternary,S3_14-16_9,Figueroa et al. unpublished
610,Sedimentary,108.502,439.161,209.795,314.619,59.09045,1.7328,4.6853,1.63461,,,667.197,531.344,,Sedimentary framboids,Quaternary,S3_14-16_1,Figueroa et al. unpublished
611,Sedimentary,229.144,465.502,204.651,199.269,1006.75,1.132,18.2915,14.4291,,,398.437,364.349,,Sedimentary framboids,Quaternary,S3_14-16_1,Figueroa et al. unpublished
612,Sedimentary,13.5842,142.716,62.5994,33.75035,33.4011,0.7693,10.0675,0.35576,,,40.2486,33.7311,,Sedimentary framboids,Quaternary,S3_14-16_1,Figueroa et al. unpublished
613,Sedimentary,35.9475,40.0602,31.6305,87.144,270.135,1.3597,4.16702,2.35288,,,36.0289,30.9318,,Sedimentary framboids,Quaternary,S3_22-24_2,Figueroa et al. unpublished
614,Sedimentary,172.956,178.336,76.7789,142.61,73.14815,2.4012,5.862,6.29508,,,96.1052,59.5395,,Sedimentary framboids,Quaternary,S3_22-24_5,Figueroa et al. unpublished
615,Sedimentary,235.519,324.451,1124.68,122.8078,383.62,183.101,3.5987,21.809,,,4.28936,126.917,,Sedimentary framboids,Quaternary,S3_2-4_3.c,Figueroa et al. unpublished
616,Sedimentary,2.36661,67.1224,16.5334,22.31605,3248.74,18.5782,0.87495,2.1912,,,0.355315,43.6022,,Sedimentary framboids,Quaternary,S3_2-4_8.c,Figueroa et al. unpublished
617,Sedimentary,12.4566,285.431,196.003,257.321,3252.85,128.307,1.7967,70.4367,,,3.1955,544.065,,Sedimentary framboids,Quaternary,S3_2-4_13.,Figueroa et al. unpublished
618,Sedimentary,107.324,291.535,15.9704,323.493,110.84,50.6144,1.24824,15.6217,,,2.12155,49.5073,,Sedimentary framboids,Quaternary,S3_2-4_20.,Figueroa et al. unpublished
619,Sedimentary,222.169,1055.9,478.52,159.56,917.355,408.992,24.142,22.2545,,,64.77,133.836,,Sedimentary framboids,Quaternary,S3_2-4_22.,Figueroa et al. unpublished
620,Sedimentary,9.20736,65.0962,317.665,45.65025,399.666,11.5039,4.71095,3.74355,,,19.5323,88.4373,,Sedimentary framboids,Quaternary,S4_10-12_1,Figueroa et al. unpublished
621,Sedimentary,10.1964,47.5224,5.08926,119.816,561.926,6.13725,0.52195,1.3368,,,0.9405,13.8736,,Sedimentary framboids,Quaternary,S4_10-12_4,Figueroa et al. unpublished
622,Sedimentary,103.441,191.822,43.1295,49.4137,302.72,23.4186,1.86285,4.47245,,,6.02463,106.047,,Sedimentary framboids,Quaternary,S4_10-12_7,Figueroa et al. unpublished
623,Sedimentary,149.855,1447.92,846.276,199.909,1949.63,15.7268,33.9621,41.9676,,,23.9662,609.676,,Sedimentary framboids,Quaternary,S4_10-12_9,Figueroa et al. unpublished
624,Sedimentary,960.792,615.737,52.9186,62.0293,79.2923,1.7291,1.77014,1.81185,,,0.27516,75.4059,,Sedimentary framboids,Quaternary,S4_10-12_1,Figueroa et al. unpublished
625,Sedimentary,63.0835,61.6753,53.9543,199.057,50.4213,3.48525,1.6787,4.5185,,,0.73785,63.4509,,Sedimentary framboids,Quaternary,S4_10-12_1,Figueroa et al. unpublished
626,Sedimentary,97.3339,149.304,77.2095,131.327,1040.34,9.38498,0.9525,2.39735,,,6.20955,117.669,,Sedimentary framboids,Quaternary,S4_10-12_1,Figueroa et al. unpublished
627,Sedimentary,16.1064,31.2548,8.6308,30.6674,241.044,2.30046,0.41816,3.33221,,,1.20578,25.5304,,Sedimentary framboids,Quaternary,S4_10-12_2,Figueroa et al. unpublished
628,Sedimentary,5.14385,10.8331,5.71515,42.4312,146.289,7.12631,0.2809,0.8195,,,0.907439,6.96358,,Sedimentary framboids,Quaternary,S4_10-12_2,Figueroa et al. unpublished
629,Sedimentary,2.20773,18.0485,1.0736,38.0367,196.434,3.63358,0.266585,0.79915,,,0.26446,6.46531,,Sedimentary framboids,Quaternary,S4_10-12_2,Figueroa et al. unpublished
630,Low Temp Hydrothermal,0.05,0.001,0.147,0.028,8.091,,0.023,0.029,0.021,0.02,0.001,0.004,2.48,Hydrothermal Au-ore,Triassic,"Py4 hydrothermal alteration, along fractures, Au mineralization",Jinxiang Li 2019
631,Low Temp Hydrothermal,0.059,0.001,0.17,0.0015,3.723,,0.015,0.02,0.024,0.003,0.196,0.004,2.48,Hydrothermal Au-ore,Triassic,"Py4 hydrothermal alteration, along fractures, Au mineralization",Jinxiang Li 2019
632,Low Temp Hydrothermal,0.059,0.015,0.1,0.024,3.766,,0.001,0.001,0.001,0.003,0.177,0.004,2.48,Hydrothermal Au-ore,Triassic,"Py4 hydrothermal alteration, along fractures, Au mineralization",Jinxiang Li 2019
633,Low Temp Hydrothermal,0.04,0.039,0.038,0.02,2.975,,0.001,0.001,0.047,0.003,0.209,0.004,2.48,Hydrothermal Au-ore,Triassic,"Py4 hydrothermal alteration, along fractures, Au mineralization",Jinxiang Li 2019
634,Low Temp Hydrothermal,0.063,0.062,0.247,0.0015,5.514,,0.001,0.032,0.001,0.029,0.001,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
635,Low Temp Hydrothermal,0.059,0.001,0.168,0.0015,3.309,,0.001,0.001,0.001,0.014,0.014,0.075,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
636,Low Temp Hydrothermal,0.059,0.019,0.145,0.0015,3.156,,0.001,0.052,0.038,0.041,0.012,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
637,Low Temp Hydrothermal,0.034,0.012,0.259,0.019,4.215,,0.001,0.002,0.001,0.019,0.001,0.004,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
638,Low Temp Hydrothermal,0.078,0.03,0.172,0.027,3.314,,0.001,0.044,0.001,0.009,0.007,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
639,Low Temp Hydrothermal,0.045,0.001,0.093,0.007,1.102,,0.009,0.028,0.001,0.013,0.168,0.004,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
640,Low Temp Hydrothermal,0.042,0.001,0.204,0.0015,2.745,,0.004,0.001,0.001,0.037,0.157,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
641,Low Temp Hydrothermal,0.066,0.001,0.042,0.0015,0.65,,0.008,0.009,0.001,0.003,0.189,0.004,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
642,Low Temp Hydrothermal,0.032,0.001,0.063,0.032,1.901,,0.004,0.013,0.024,0.019,0.192,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
643,Low Temp Hydrothermal,0.004,0.001,0.0045,0.162,0.496,,0.001,0.001,0.001,0.022,0.154,0.004,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
644,Low Temp Hydrothermal,0.035,0.001,0.0045,0.165,2.221,,0.001,0.009,0.006,0.047,0.227,0.024,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
645,Low Temp Hydrothermal,0.068,0.032,0.109,0.01,1.589,,0.001,0.025,0.001,0.018,0.178,0.004,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
646,Low Temp Hydrothermal,0.083,0.013,0.04,0.012,1.565,,0.001,0.021,0.001,0.028,0.203,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
647,Low Temp Hydrothermal,0.046,0.001,0.038,0.012,1.14,,0.031,0.001,0.005,0.022,0.2,0.004,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
648,Low Temp Hydrothermal,0.049,0.001,0.105,0.012,1.379,,0.001,0.017,0.031,0.005,0.192,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
649,Low Temp Hydrothermal,0.054,0.001,0.058,0.012,1.267,,0.024,0.001,0.045,0.003,0.189,0.004,2,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
650,Low Temp Hydrothermal,0.065,0.022,0.064,0.012,3.337,,0.001,0.001,0.027,0.003,0.182,0.004,2.1,Hydrothermal Au-ore,Triassic,"Py5 hydrothermal, or magmatic, Au-rich",Jinxiang Li 2019
651,Polymetallic Hydrothermal,5.27547865,23.04214706,0.933652931,0.422,6693.716518,0.008,0.520843569,0.492661127,0.048,0.0025,0.0095,6.677658681,2.047,Hydrothermal Breccias ,not defined,"2091448_1, small euhedral, dolomitic marble",Figueroa et al. unpublished
652,Polymetallic Hydrothermal,0.780336069,27.30347667,0.1815,0.3775,2697.207996,0.0055,0.253808277,0.062950189,0.06,0.002,0.007,0.394364005,2.408,Hydrothermal Breccias ,not defined,"2091448_2, small euhedral, dolomitic marble",Figueroa et al. unpublished
653,Polymetallic Hydrothermal,0.044,0.412250673,1.356575585,1.632128469,8391.884683,0.0055,1.328392072,1.490333904,0.06,0.008697331,0.024307827,165.0885391,-0.168,Hydrothermal Breccias ,not defined,"2091448_4, small euhedral, dolomitic marble",Figueroa et al. unpublished
654,Polymetallic Hydrothermal,20.74402638,2.080019857,1.533374729,0.772118664,2899.613131,0.0055,7.707991757,2.256312366,0.06,0.007364929,0.111638045,463.4009221,4.208,Hydrothermal Breccias ,not defined,"2091449_3, large euhedral, dolomitic marble",Figueroa et al. unpublished
655,Polymetallic Hydrothermal,204.546868,23.83689431,2.845732189,4.342479958,3774.594339,0.11323982,14.4908537,11.60383598,0.06,0.011739844,0.292627376,2391.576526,4.447,Hydrothermal Breccias ,not defined,"2091449_3, large euhedral, dolomitic marble",Figueroa et al. unpublished
656,Polymetallic Hydrothermal,5420.669929,2771.42161,365.9070768,124.8421957,3505.280531,0.339360269,34.60760954,171.0120493,1.058454179,0.087047945,4.263564665,301.1779575,6.774,Hydrothermal Breccias ,not defined,"2091451_1, small anhedral, metasediment",Figueroa et al. unpublished
657,Polymetallic Hydrothermal,1886.828134,3267.214519,3218.865252,11.58785095,2065.943921,1.652037932,37.2295694,80.22635914,2.280544546,0.19566538,0.735324513,1410.665356,5.276,Hydrothermal Breccias ,not defined,"2091451_1, small anhedral, metasediment",Figueroa et al. unpublished
658,Polymetallic Hydrothermal,1605.304612,2685.999053,366.2566129,3.653262376,461.3591771,0.080374849,22.24583874,71.06800372,0.425752993,0.057652833,1.670021391,1706.912266,7.018,Hydrothermal Breccias ,not defined,"2091451_1, small anhedral, metasediment",Figueroa et al. unpublished
659,Polymetallic Hydrothermal,853.4064536,2604.271997,667.2780306,5.020211642,61.2264346,0.021166948,0.977542277,19.27463599,0.211421343,0.005918182,0.676969941,254.3586838,8.626,Hydrothermal Breccias ,not defined,"2091451_1, small anhedral, metasediment",Figueroa et al. unpublished
660,Polymetallic Hydrothermal,253.977971,331.148246,120.5072857,1062.029043,218.7671097,0.063047003,5.172245411,10.29922924,2.592943128,0.015846866,0.889270027,217.4094984,22.582,Hydrothermal Breccias ,not defined,"2091452_1, large anhedral, dolomitic marble",Figueroa et al. unpublished
661,Polymetallic Hydrothermal,36.08974,59.08338327,43.94528297,6.895629391,91.166305,0.019940808,1.352781338,9.746789583,0.0525,0.0025,2.221556693,147.1482374,21.332,Hydrothermal Breccias ,not defined,"2091452_1, large anhedral, dolomitic marble",Figueroa et al. unpublished
662,Polymetallic Hydrothermal,171.5718076,419.2527637,214.5724421,202.837992,93.61929377,0.098900754,10.10443953,10.36249405,0.924948058,0.012017055,4.244178981,1260.93622,22.894,Hydrothermal Breccias ,not defined,"2091452_1, large anhedral, dolomitic marble",Figueroa et al. unpublished
663,Polymetallic Hydrothermal,49.27553836,143.670016,68.1731714,169.7108983,118.1080746,0.022945601,5.948093746,3.278348578,2.263260531,0.017660224,1.445594723,138.4293705,22.994,Hydrothermal Breccias ,not defined,"2091452_1, large anhedral, dolomitic marble",Figueroa et al. unpublished
664,Polymetallic Hydrothermal,564.8047839,397.6621565,13.03919841,9.702688797,87.53362199,0.034008395,1.657254206,0.282506498,2.399571065,0.0025,0.759155943,48.53953313,21.148,Hydrothermal Breccias ,not defined,"2091452_1, large anhedral, dolomitic marble",Figueroa et al. unpublished
665,Polymetallic Hydrothermal,843.7299604,277.6150928,29.02723031,0.386,177.9570857,0.008,2.244590574,59.16292572,24.50386635,0.145782509,0.332629781,376.3093107,8.603,Hydrothermal Breccias ,not defined,"2091455_1, small euhedral, metasediment",Figueroa et al. unpublished
666,Polymetallic Hydrothermal,2236.847138,255.298137,6.294659322,0.386,302.6031818,0.008,0.635859512,17.76671163,6.866341122,0.026616312,0.277441141,78.53633104,4.172,Hydrothermal Breccias ,not defined,"2091455_1, small euhedral, metasediment",Figueroa et al. unpublished
667,Polymetallic Hydrothermal,52.35690087,48.2913118,6.142387356,0.386,144.0609092,0.008,0.407882478,1.77294934,3.762816485,0.011741328,0.110012071,122.3103697,9.783,Hydrothermal Breccias ,not defined,"2091455_1, small euhedral, metasediment",Figueroa et al. unpublished
668,Polymetallic Hydrothermal,1224.112351,301.2462088,20.01433152,0.918454989,409.968808,0.008,2.386287409,2.408847025,20.18352848,0.105911027,0.436827118,176.131993,5.959,Hydrothermal Breccias ,not defined,"2091455_1, small euhedral, metasediment",Figueroa et al. unpublished
669,Polymetallic Hydrothermal,784.2077686,356.6317376,25.63641257,1.077124043,159.3726929,0.008,1.092504881,2.120432061,17.79197314,0.120106507,0.206130202,108.1272709,11.339,Hydrothermal Breccias ,not defined,"2091455_1, small euhedral, metasediment",Figueroa et al. unpublished
670,Polymetallic Hydrothermal,470.0076902,1628.780255,10.29166111,0.386,100.006052,0.008,0.317432492,2.713176588,3.133290624,0.052084124,0.007,16.69816051,1.861,Hydrothermal Breccias ,not defined,"2091456_1, small anhedral, metasediment",Figueroa et al. unpublished
671,Polymetallic Hydrothermal,0.771293302,67.2570329,0.525482583,0.386,51.90376609,0.008,0.0175,0.098292026,1.624503912,0.0025,0.007,6.229037951,1.89,Hydrothermal Breccias ,not defined,"2091456_1, small anhedral, metasediment",Figueroa et al. unpublished
672,Polymetallic Hydrothermal,224.5096694,426.7555468,0.42235527,0.363,17.25938353,0.015,0.018,0.22506071,0.967145559,0.006342976,0.014809745,1.023997625,1.428,Hydrothermal Breccias ,not defined,"2091456_1, small anhedral, metasediment",Figueroa et al. unpublished
673,Polymetallic Hydrothermal,105.191158,552.7327934,0.1885,0.363,235.685747,0.015,0.018,0.0215,0.58156356,0.0015,0.0075,1.433185165,1.258,Hydrothermal Breccias ,not defined,"2091456_1, small anhedral, metasediment",Figueroa et al. unpublished
674,Polymetallic Hydrothermal,967.4588955,583.2088815,0.79165907,0.363,155.3010062,0.015,0.018,0.095344892,2.208015506,0.0015,0.019988968,8.434176767,1.3,Hydrothermal Breccias ,not defined,"2091456_1, small anhedral, metasediment",Figueroa et al. unpublished
675,Polymetallic Hydrothermal,0.04,0.519266948,4.456525957,9027.988237,180.0626852,0.044748873,3.726800785,0.589387772,2.535785555,0.029113557,1.082228318,38.59646104,5.663,Hydrothermal Breccias ,not defined,"2091457_1, small Euhedral, sandston conglomerate",Figueroa et al. unpublished
676,Polymetallic Hydrothermal,0.159980444,0.17805065,2.60461819,0.363,231.5694544,0.015,2.46513338,0.359538148,1.311774086,0.011094808,1.150618335,9.226475513,4.645,Hydrothermal Breccias ,not defined,"2091457_1, small Euhedral, sandston conglomerate",Figueroa et al. unpublished
677,Polymetallic Hydrothermal,0.432269961,0.628028155,4.094934612,8.782155217,599.5780752,0.037370013,2.565225565,0.930118593,1.461933025,0.02389557,0.401911963,21.16787699,3.989,Hydrothermal Breccias ,not defined,"2091457_1, small Euhedral, sandston conglomerate",Figueroa et al. unpublished
678,Polymetallic Hydrothermal,0.388067295,1.627672393,19.67834873,0.363,676.9315807,0.200978805,27.0983836,9.03582811,8.125218405,0.05655359,8.074654575,1849.165366,5.091,Hydrothermal Breccias ,not defined,"2091457_1, small Euhedral, sandston conglomerate",Figueroa et al. unpublished
679,Polymetallic Hydrothermal,0.089076709,1.331332474,10.3799868,1.30044893,1085.850629,0.457636621,13.53124113,3.946501047,3.553343626,0.071350693,2.717228941,622.1231777,4.221,Hydrothermal Breccias ,not defined,"2091457_1, small Euhedral, sandston conglomerate",Figueroa et al. unpublished
680,Polymetallic Hydrothermal,18.47505197,40.80120024,589.1256194,87.67803291,442.8760229,0.015,56.12403634,1.428941612,6.108627357,0.024273679,5.344167035,440.2518551,2.3,Hydrothermal Breccias ,not defined,"2091458_1, small euhedral, carbonaceous siltstone ",Figueroa et al. unpublished
681,Polymetallic Hydrothermal,87.35280655,124.1034002,17.58316912,1.540057932,356.960172,0.265947117,14.89247403,5.734560058,7.307658935,0.018567454,1.417643159,111.2924816,2.1,Hydrothermal Breccias ,not defined,"2091458_2, small euhedral, carbonaceous siltstone ",Figueroa et al. unpublished
682,Polymetallic Hydrothermal,54.32670238,77.8497743,143.4701798,1437.494176,889.345728,0.057848277,44.01052827,5.571028995,6.877386169,0.048764278,13.08938363,277.4080331,2.2,Hydrothermal Breccias ,not defined,"2091458_3, small euhedral, carbonaceous siltstone ",Figueroa et al. unpublished
683,Polymetallic Hydrothermal,62.70151311,103.8177791,219.2076753,35.64847768,1239.162302,0.015,22.90074621,6.717793013,6.210627973,0.035559623,9.563986538,364.7066072,2.2,Hydrothermal Breccias ,not defined,"2091458_4, small euhedral, carbonaceous siltstone ",Figueroa et al. unpublished
684,Polymetallic Hydrothermal,557.8119259,252.3084591,172.973078,5.802655717,983.0465034,0.01,23.59645218,1.570681331,0.258488219,0.052537931,104.4076627,224.4836557,5.736,Hydrothermal Breccias ,not defined,"2091459_1, small anhedral, carboneceous siltstone",Figueroa et al. unpublished
685,Polymetallic Hydrothermal,45.36261997,305.9308797,390.1069026,5.472034048,215.8828237,0.01,22.18712854,11.26884874,0.035,0.011850477,1.146167037,1908.8753,4.274,Hydrothermal Breccias ,not defined,"2091459_1, small anhedral, carboneceous siltstone",Figueroa et al. unpublished
686,Polymetallic Hydrothermal,160.6431536,496.607086,328.6911829,21.2451658,383.1270127,0.01,30.00561369,16.16128516,0.162006556,0.025484446,1.408916126,1853.309124,3.85,Hydrothermal Breccias ,not defined,"2091459_1, small anhedral, carboneceous siltstone",Figueroa et al. unpublished
